timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-17T12:51:49,test_streamlit,e4629368-95c8-47f8-93dd-af22083c1e29,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.0587332029972458,1.1445207334524663e-07,1.0810284689403885e-07,3.2022898016,0.0,10.0,4.957505101762142e-07,0.0,1.546614152741515e-06,2.042364662917729e-06,0.0,France,FRA,grand est,,,Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.1.0,8,Intel(R) Core(TM) Ultra 7 256V,,,6.1862,48.6822,7.531269073486328,machine,N,1.0,0.0
2025-11-17T13:00:55,test_multi,ec75191d-e298-43b6-84c0-00c68a358f47,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.445126184000401,7.13630521570712e-07,2.9185836143767495e-07,3.3031494176000002,0.0,10.0,3.1633181668193404e-06,0.0,9.571215311128375e-06,1.2734533477947714e-05,0.0,France,FRA,grand est,,,Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.39,3.12.3,3.1.0,8,Intel(R) Core(TM) Ultra 7 256V,,,6.1862,48.6822,7.531269073486328,machine,N,1.0,0.0
